Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;mean;std;threshold;max;min;Condition_2;Condition_1
276-75-6884;A;Yangon;Normal;Female;Health and beauty;68.71;3;10.3065;216.4365;3/4/2019;10:05:00.0;Cash;206.13;4.761904762;10.3065;8.7;324.536625;241.69546302669295;725.0863890800788;1049.6230140800787;0;True;True
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;98.97;9;44.536500000000004;935.2665;3/9/2019;11:23:00.0;Cash;890.73;4.761904762;44.5365;6.7;467.1279375;283.7113581800392;851.1340745401176;1318.2620120401175;0;True;True
277-63-2961;B;Mandalay;Member;Male;Sports and travel;73.97;1;3.6985;77.6685;2/3/2019;15:53:00.0;Credit card;73.97;4.761904762;3.6985;5.4;390.56624999999997;254.39204580844464;763.1761374253339;1153.7423874253338;0;True;True
278-86-2735;A;Yangon;Normal;Female;Food and beverages;52.34;3;7.851000000000001;164.871;3/27/2019;14:03:00.0;Cash;157.02;4.761904762;7.851;9.2;290.28195;278.0149164361959;834.0447493085877;1124.3266993085876;0;True;True
278-97-7759;A;Yangon;Member;Female;Electronic accessories;62.48;1;3.124;65.604;2/18/2019;20:29:00.0;Cash;62.48;4.761904762;3.124;4.7;213.7185;213.41195114320564;640.2358534296169;853.954353429617;0;True;True
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;12.54;1;0.627;13.167;2/21/2019;12:38:00.0;Cash;12.54;4.761904762;0.627;8.2;232.28975;150.45599924753748;451.36799774261243;683.6577477426124;0;True;True
279-74-2924;B;Mandalay;Member;Male;Electronic accessories;72.17;1;3.6085000000000003;75.7785;1/4/2019;19:40:00.0;Cash;72.17;4.761904762;3.6085;6.1;270.61475;209.325986094596;627.977958283788;898.5927082837879;0;True;True
280-17-4359;C;Naypyitaw;Member;Male;Health and beauty;90.5;10;45.25;950.25;1/25/2019;13:48:00.0;Cash;905.0;4.761904762;45.25;8.1;276.4921764705882;235.52323437627263;706.5697031288179;983.0618795994061;0;True;True
280-35-5823;B;Mandalay;Member;Female;Home and lifestyle;86.72;1;4.336;91.056;1/17/2019;18:45:00.0;Ewallet;86.72;4.761904762;4.336;7.9;285.705;270.97894243381717;812.9368273014516;1098.6418273014515;0;True;True
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;93.31;2;9.331000000000001;195.951;3/25/2019;17:53:00.0;Cash;186.62;4.761904762;9.331;6.3;252.55183333333332;169.84542196877138;509.53626590631416;762.0880992396475;0;True;True
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;98.52;10;49.26;1034.46;1/30/2019;20:23:00.0;Ewallet;985.2;4.761904762;49.26;4.5;284.2513333333333;327.1937582199002;981.5812746597005;1265.832607993034;0;True;True
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;48.51;7;16.9785;356.5485;1/25/2019;13:30:00.0;Credit card;339.57;4.761904762;16.9785;5.2;276.4921764705882;235.52323437627263;706.5697031288179;983.0618795994061;0;True;True
284-34-9626;B;Mandalay;Normal;Female;Home and lifestyle;77.04;3;11.556000000000001;242.676;2/11/2019;10:39:00.0;Credit card;231.12;4.761904762;11.556;7.2;567.769125;267.3593207850159;802.0779623550477;1369.8470873550477;0;True;True
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;80.93;1;4.046500000000001;84.9765;1/19/2019;16:08:00.0;Credit card;80.93;4.761904762;4.0465;9.0;307.17028125;192.9837166062609;578.9511498187827;886.1214310687827;0;True;True
285-68-5083;C;Naypyitaw;Member;Female;Sports and travel;24.74;3;3.7110000000000003;77.931;2/15/2019;17:47:00.0;Credit card;74.22;4.761904762;3.711;10.0;359.5150263157895;282.0954066548464;846.2862199645392;1205.8012462803288;0;True;True
286-01-5402;A;Yangon;Normal;Female;Sports and travel;40.23;7;14.080499999999999;295.6905;3/30/2019;13:22:00.0;Cash;281.61;4.761904762;14.0805;9.6;407.91450000000003;236.7381595485823;710.2144786457469;1118.1289786457469;0;True;True
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;87.8;9;39.51;829.71;3/16/2019;19:08:00.0;Cash;790.2;4.761904762;39.51;9.2;350.497;260.008665571818;780.0259967154541;1130.5229967154542;0;True;True
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;39.21;4;7.8420000000000005;164.682;1/16/2019;20:03:00.0;Credit card;156.84;4.761904762;7.842;9.0;428.9082;360.06201153745724;1080.1860346123717;1509.0942346123718;0;True;True
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;69.08;2;6.908;145.068;1/31/2019;19:48:00.0;Credit card;138.16;4.761904762;6.908;6.9;373.74975;289.47646719763105;868.4294015928931;1242.179151592893;0;True;True
287-21-9091;A;Yangon;Normal;Male;Home and lifestyle;74.67;9;33.6015;705.6315;1/22/2019;10:55:00.0;Ewallet;672.03;4.761904762;33.6015;9.4;243.53849999999997;223.68056157386582;671.0416847215974;914.5801847215974;0;True;True
287-83-1405;A;Yangon;Normal;Male;Health and beauty;25.43;6;7.629;160.209;2/12/2019;19:01:00.0;Ewallet;152.58;4.761904762;7.629;7.0;374.873625;351.11159311481725;1053.3347793444518;1428.2084043444518;0;True;True
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;84.87;3;12.730500000000001;267.3405;1/25/2019;18:30:00.0;Ewallet;254.61;4.761904762;12.7305;7.4;276.4921764705882;235.52323437627263;706.5697031288179;983.0618795994061;0;True;True
288-62-1085;A;Yangon;Member;Male;Fashion accessories;38.54;5;9.635;202.335;1/9/2019;13:34:00.0;Ewallet;192.7;4.761904762;9.635;5.6;377.6679375;329.3577707873783;988.0733123621349;1365.7412498621347;0;True;True
289-15-7034;A;Yangon;Member;Male;Sports and travel;82.33;4;16.466;345.786;1/11/2019;10:37:00.0;Credit card;329.32;4.761904762;16.466;7.5;264.3703125;168.9255840400774;506.77675212023223;771.1470646202322;0;True;True
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;81.37;2;8.137;170.877;1/26/2019;19:28:00.0;Cash;162.74;4.761904762;8.137;6.5;262.2066176470588;203.91742189261083;611.7522656778325;873.9588833248913;0;True;True
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;23.75;4;4.75;99.75;3/16/2019;11:22:00.0;Cash;95.0;4.761904762;4.75;5.2;350.497;260.008665571818;780.0259967154541;1130.5229967154542;0;True;True
291-21-5991;B;Mandalay;Member;Male;Health and beauty;61.29;5;15.3225;321.7725;3/29/2019;14:28:00.0;Cash;306.45;4.761904762;15.3225;7.0;502.905375;309.06076810657316;927.1823043197195;1430.0876793197194;0;True;True
291-32-1427;B;Mandalay;Member;Male;Fashion accessories;21.94;5;5.485;115.185;3/5/2019;12:29:00.0;Ewallet;109.7;4.761904762;5.485;5.3;366.5222647058823;250.589063318259;751.767189954777;1118.2894546606594;0;True;True
291-55-6563;A;Yangon;Member;Female;Home and lifestyle;34.42;6;10.326;216.846;3/30/2019;12:45:00.0;Ewallet;206.52;4.761904762;10.326;7.5;407.91450000000003;236.7381595485823;710.2144786457469;1118.1289786457469;0;True;True
291-59-1384;B;Mandalay;Normal;Male;Electronic accessories;60.3;1;3.015;63.315;2/28/2019;17:38:00.0;Cash;60.3;4.761904762;3.015;6.0;349.503;247.48751089943912;742.4625326983173;1091.9655326983172;0;True;True
296-11-7041;B;Mandalay;Member;Female;Health and beauty;27.07;1;1.3535000000000001;28.4235;1/12/2019;20:07:00.0;Credit card;27.07;4.761904762;1.3535;5.3;471.34213636363637;362.11998213514056;1086.3599464054216;1557.702082769058;0;True;True
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;52.18;7;18.263;383.523;3/9/2019;10:54:00.0;Cash;365.26;4.761904762;18.263;9.3;467.1279375;283.7113581800392;851.1340745401176;1318.2620120401175;0;True;True
299-46-1805;B;Mandalay;Member;Female;Sports and travel;93.72;6;28.116;590.436;1/15/2019;16:19:00.0;Cash;562.32;4.761904762;28.116;4.5;457.25076923076927;309.71964871931726;929.1589461579517;1386.409715388721;0;True;True
300-71-4605;C;Naypyitaw;Member;Male;Electronic accessories;86.04;5;21.510000000000005;451.71;2/25/2019;11:24:00.0;Ewallet;430.2;4.761904762;21.51;4.8;300.45225;170.06616697479836;510.1985009243951;810.6507509243951;0;True;True
301-11-9629;A;Yangon;Normal;Female;Sports and travel;19.1;7;6.685000000000001;140.385;1/15/2019;10:43:00.0;Cash;133.7;4.761904762;6.685;9.7;457.25076923076927;309.71964871931726;929.1589461579517;1386.409715388721;0;True;True
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42;8;10.168000000000001;213.528;3/19/2019;19:42:00.0;Credit card;203.36;4.761904762;10.168;6.7;358.7745;318.91055418518215;956.7316625555464;1315.5061625555463;0;True;True
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;46.53;6;13.959000000000001;293.139;3/3/2019;10:54:00.0;Credit card;279.18;4.761904762;13.959;4.3;346.65524999999997;267.7008714939228;803.1026144817685;1149.7578644817684;0;True;True
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle;97.38;10;48.69;1022.49;3/2/2019;17:16:00.0;Ewallet;973.8;4.761904762;48.69;4.4;364.46141666666665;325.9668589930149;977.9005769790447;1342.3619936457112;0;True;True
305-03-2383;A;Yangon;Normal;Female;Food and beverages;67.1;3;10.065;211.365;2/15/2019;10:36:00.0;Cash;201.3;4.761904762;10.065;7.5;359.5150263157895;282.0954066548464;846.2862199645392;1205.8012462803288;0;True;True
305-14-0245;B;Mandalay;Member;Female;Home and lifestyle;94.49;8;37.796;793.716;3/3/2019;19:00:00.0;Ewallet;755.92;4.761904762;37.796;7.5;346.65524999999997;267.7008714939228;803.1026144817685;1149.7578644817684;0;True;True
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;60.38;10;30.190000000000005;633.99;2/12/2019;16:19:00.0;Cash;603.8;4.761904762;30.19;6.0;374.873625;351.11159311481725;1053.3347793444518;1428.2084043444518;0;True;True
305-89-2768;B;Mandalay;Member;Female;Home and lifestyle;21.9;3;3.2849999999999997;68.985;1/9/2019;18:43:00.0;Ewallet;65.7;4.761904762;3.285;4.7;377.6679375;329.3577707873783;988.0733123621349;1365.7412498621347;0;True;True
307-04-2070;A;Yangon;Member;Female;Fashion accessories;30.62;1;1.5310000000000001;32.151;2/5/2019;14:14:00.0;Credit card;30.62;4.761904762;1.531;4.1;252.594125;217.60107099086005;652.8032129725801;905.3973379725801;0;True;True
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;60.01;4;12.002;252.042;1/25/2019;15:54:00.0;Cash;240.04;4.761904762;12.002;4.5;276.4921764705882;235.52323437627263;706.5697031288179;983.0618795994061;0;True;True
307-85-2293;B;Mandalay;Normal;Male;Home and lifestyle;50.28;5;12.57;263.97;3/7/2019;13:58:00.0;Ewallet;251.4;4.761904762;12.57;9.7;159.8065;100.14843938561899;300.44531815685696;460.251818156857;0;True;True
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;12.09;1;0.6045;12.6945;1/26/2019;18:19:00.0;Credit card;12.09;4.761904762;0.6045;8.2;262.2066176470588;203.91742189261083;611.7522656778325;873.9588833248913;0;True;True
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26;10;26.130000000000003;548.73;3/9/2019;12:45:00.0;Credit card;522.6;4.761904762;26.13;6.2;467.1279375;283.7113581800392;851.1340745401176;1318.2620120401175;0;True;True
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;73.05;4;14.61;306.81;2/25/2019;17:16:00.0;Credit card;292.2;4.761904762;14.61;4.9;300.45225;170.06616697479836;510.1985009243951;810.6507509243951;0;True;True
311-13-6971;B;Mandalay;Member;Male;Sports and travel;31.99;10;15.995;335.895;2/20/2019;15:18:00.0;Credit card;319.9;4.761904762;15.995;9.9;270.6417;137.3899414855396;412.1698244566188;682.8115244566188;0;True;True
313-66-9943;B;Mandalay;Member;Female;Food and beverages;29.15;3;4.3725;91.8225;3/27/2019;20:29:00.0;Credit card;87.45;4.761904762;4.3725;7.3;290.28195;278.0149164361959;834.0447493085877;1124.3266993085876;0;True;True
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;81.23;7;28.430500000000002;597.0405;1/15/2019;20:44:00.0;Cash;568.61;4.761904762;28.4305;9.0;457.25076923076927;309.71964871931726;929.1589461579517;1386.409715388721;0;True;True
315-22-5665;C;Naypyitaw;Normal;Female;Home and lifestyle;73.56;10;36.78;772.38;2/24/2019;11:38:00.0;Ewallet;735.6;4.761904762;36.78;8.0;302.4956666666667;214.73348920056694;644.2004676017008;946.6961342683675;0;True;True
316-01-3952;A;Yangon;Normal;Female;Food and beverages;54.27;5;13.567500000000003;284.9175;3/13/2019;14:16:00.0;Ewallet;271.35;4.761904762;13.5675;4.6;206.3607;145.04503717604408;435.13511152813226;641.4958115281322;0;True;True
316-55-4634;B;Mandalay;Member;Male;Food and beverages;80.05;5;20.012500000000003;420.2625;1/26/2019;12:45:00.0;Credit card;400.25;4.761904762;20.0125;9.4;262.2066176470588;203.91742189261083;611.7522656778325;873.9588833248913;0;True;True
316-66-3011;A;Yangon;Member;Female;Food and beverages;47.63;9;21.433500000000002;450.1035;1/23/2019;12:35:00.0;Cash;428.67;4.761904762;21.4335;5.0;352.5992647058824;255.07323188168175;765.2196956450452;1117.8189603509277;0;True;True
316-68-6352;A;Yangon;Member;Female;Food and beverages;36.36;2;3.636;76.356;1/21/2019;10:00:00.0;Cash;72.72;4.761904762;3.636;7.1;299.01243750000003;218.19108074353375;654.5732422306012;953.5856797306012;0;True;True
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;30.61;1;1.5305;32.1405;1/23/2019;12:20:00.0;Ewallet;30.61;4.761904762;1.5305;5.2;352.5992647058824;255.07323188168175;765.2196956450452;1117.8189603509277;0;True;True
318-68-5053;B;Mandalay;Normal;Female;Health and beauty;76.99;6;23.096999999999998;485.037;2/27/2019;17:55:00.0;Cash;461.94;4.761904762;23.097;6.1;418.53225000000003;274.8138482604564;824.4415447813692;1242.9737947813692;0;True;True
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;46.2;1;2.31;48.51;3/19/2019;12:16:00.0;Cash;46.2;4.761904762;2.31;6.3;358.7745;318.91055418518215;956.7316625555464;1315.5061625555463;0;True;True
319-50-3348;B;Mandalay;Normal;Female;Home and lifestyle;40.3;2;4.03;84.63;3/11/2019;15:30:00.0;Ewallet;80.6;4.761904762;4.03;4.4;269.20472727272727;150.1553936990549;450.46618109716474;719.670908369892;0;True;True
319-74-2561;A;Yangon;Member;Female;Electronic accessories;94.64;3;14.196000000000002;298.116;2/21/2019;16:55:00.0;Cash;283.92;4.761904762;14.196;5.5;232.28975;150.45599924753748;451.36799774261243;683.6577477426124;0;True;True
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.131;23.751;3/17/2019;18:58:00.0;Cash;22.62;4.761904762;1.131;6.4;329.3815;273.3553515237995;820.0660545713986;1149.4475545713985;0;True;True
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;3/4/2019;15:44:00.0;Cash;30.24;4.761904762;1.512;8.4;324.536625;241.69546302669295;725.0863890800788;1049.6230140800787;0;True;True
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;34.81;1;1.7405000000000002;36.5505;1/14/2019;10:11:00.0;Credit card;34.81;4.761904762;1.7405;7.0;305.12434615384615;216.3199151712174;648.9597455136521;954.0840916674983;0;True;True
321-49-7382;B;Mandalay;Member;Male;Sports and travel;88.31;1;4.415500000000001;92.7255;2/15/2019;17:38:00.0;Credit card;88.31;4.761904762;4.4155;5.2;359.5150263157895;282.0954066548464;846.2862199645392;1205.8012462803288;0;True;True
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;42.97;3;6.4455;135.3555;2/3/2019;11:46:00.0;Cash;128.91;4.761904762;6.4455;9.3;390.56624999999997;254.39204580844464;763.1761374253339;1153.7423874253338;0;True;True
324-41-6833;C;Naypyitaw;Member;Female;Electronic accessories;30.2;8;12.08;253.68;3/3/2019;19:30:00.0;Ewallet;241.6;4.761904762;12.08;5.1;346.65524999999997;267.7008714939228;803.1026144817685;1149.7578644817684;0;True;True
324-92-3863;A;Yangon;Member;Male;Electronic accessories;20.89;2;2.089;43.869;2/5/2019;18:45:00.0;Cash;41.78;4.761904762;2.089;9.8;252.594125;217.60107099086005;652.8032129725801;905.3973379725801;0;True;True
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;90.65;10;45.325;951.825;3/8/2019;10:53:00.0;Ewallet;906.5;4.761904762;45.325;7.3;284.1261818181818;266.55255264621576;799.6576579386473;1083.7838397568291;0;True;True
325-89-4209;A;Yangon;Member;Male;Food and beverages;87.9;1;4.3950000000000005;92.295;2/5/2019;19:42:00.0;Ewallet;87.9;4.761904762;4.395;6.7;252.594125;217.60107099086005;652.8032129725801;905.3973379725801;0;True;True
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23.285;488.985;1/27/2019;13:58:00.0;Cash;465.7;4.761904762;23.285;7.6;331.1355;194.24026289109062;582.7207886732718;913.8562886732718;0;True;True
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.790000000000001;310.59;2/3/2019;10:02:00.0;Cash;295.8;4.761904762;14.79;6.1;390.56624999999997;254.39204580844464;763.1761374253339;1153.7423874253338;0;True;True
326-78-5178;C;Naypyitaw;Member;Male;Food and beverages;91.4;7;31.990000000000006;671.79;2/3/2019;10:19:00.0;Cash;639.8;4.761904762;31.99;9.5;390.56624999999997;254.39204580844464;763.1761374253339;1153.7423874253338;0;True;True
327-40-9673;B;Mandalay;Member;Male;Sports and travel;72.6;6;21.78;457.38;1/13/2019;19:51:00.0;Cash;435.6;4.761904762;21.78;6.9;245.12040000000002;145.98042163283404;437.94126489850214;683.0616648985022;0;True;True
329-62-1586;A;Yangon;Normal;Male;Food and beverages;54.67;3;8.2005;172.2105;1/21/2019;18:00:00.0;Credit card;164.01;4.761904762;8.2005;8.6;299.01243750000003;218.19108074353375;654.5732422306012;953.5856797306012;0;True;True
333-23-2632;A;Yangon;Member;Male;Health and beauty;10.08;7;3.5280000000000005;74.088;3/28/2019;20:14:00.0;Cash;70.56;4.761904762;3.528;4.2;222.9402;137.2153104135978;411.6459312407934;634.5861312407934;0;True;True
333-73-7901;C;Naypyitaw;Normal;Female;Health and beauty;54.92;8;21.968000000000004;461.328;3/23/2019;13:24:00.0;Ewallet;439.36;4.761904762;21.968;7.6;372.27654545454544;222.63081920271668;667.89245760815;1040.1690030626955;0;True;True
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;70.32;2;7.032;147.672;3/24/2019;14:22:00.0;Ewallet;140.64;4.761904762;7.032;9.6;316.1330454545454;206.7295037045335;620.1885111136005;936.321556568146;0;True;True
336-78-2147;C;Naypyitaw;Member;Male;Home and lifestyle;63.91;8;25.564;536.844;3/13/2019;19:52:00.0;Credit card;511.28;4.761904762;25.564;4.6;206.3607;145.04503717604408;435.13511152813226;641.4958115281322;0;True;True
338-65-2210;C;Naypyitaw;Member;Female;Health and beauty;68.6;10;34.300000000000004;720.3;2/5/2019;19:57:00.0;Cash;686.0;4.761904762;34.3;9.1;252.594125;217.60107099086005;652.8032129725801;905.3973379725801;0;True;True
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;73.96;1;3.698;77.658;1/5/2019;11:32:00.0;Credit card;73.96;4.761904762;3.698;5.0;294.723625;211.339828681431;634.019486044293;928.7431110442931;0;True;True
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;92.98;2;9.298;195.258;2/13/2019;15:06:00.0;Credit card;185.96;4.761904762;9.298;8.0;116.7796875;54.68483076485884;164.0544922945765;280.83417979457647;0;True;True
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;59.86;2;5.986000000000001;125.706;1/13/2019;14:55:00.0;Ewallet;119.72;4.761904762;5.986;6.7;245.12040000000002;145.98042163283404;437.94126489850214;683.0616648985022;0;True;True
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;81.31;7;28.458500000000004;597.6285;3/1/2019;19:49:00.0;Ewallet;569.17;4.761904762;28.4585;6.3;263.4366;255.91559115868657;767.7467734760597;1031.1833734760598;0;True;True
340-21-9136;A;Yangon;Member;Female;Sports and travel;40.05;4;8.01;168.21;1/25/2019;11:40:00.0;Cash;160.2;4.761904762;8.01;9.7;276.4921764705882;235.52323437627263;706.5697031288179;983.0618795994061;0;True;True
340-66-0321;A;Yangon;Member;Male;Electronic accessories;36.36;4;7.272;152.712;3/25/2019;13:07:00.0;Cash;145.44;4.761904762;7.272;7.6;252.55183333333332;169.84542196877138;509.53626590631416;762.0880992396475;0;True;True
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty;86.8;3;13.02;273.42;1/28/2019;16:47:00.0;Ewallet;260.4;4.761904762;13.02;9.9;357.12225;288.03593203297703;864.1077960989311;1221.230046098931;0;True;True
343-61-3544;B;Mandalay;Member;Male;Sports and travel;26.67;10;13.335000000000003;280.035;1/29/2019;11:48:00.0;Cash;266.7;4.761904762;13.335;8.6;293.047125;247.75484160291904;743.2645248087572;1036.3116498087572;0;True;True
343-75-9322;B;Mandalay;Member;Female;Sports and travel;11.85;8;4.74;99.54;1/9/2019;16:34:00.0;Cash;94.8;4.761904762;4.74;4.1;377.6679375;329.3577707873783;988.0733123621349;1365.7412498621347;0;True;True
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;75.88;1;3.794;79.674;1/3/2019;10:30:00.0;Credit card;75.88;4.761904762;3.794;7.1;259.76606250000003;174.9018291486148;524.7054874458445;784.4715499458446;0;True;True
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.197000000000001;214.137;3/8/2019;15:37:00.0;Credit card;203.94;4.761904762;10.197;7.7;284.1261818181818;266.55255264621576;799.6576579386473;1083.7838397568291;0;True;True
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;31.67;8;12.668000000000001;266.028;1/2/2019;16:19:00.0;Credit card;253.36;4.761904762;12.668;5.6;243.18787500000002;111.5150079030845;334.5450237092535;577.7328987092535;0;True;True
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;19.24;9;8.658;181.818;3/4/2019;16:28:00.0;Cash;173.16;4.761904762;8.658;8.0;324.536625;241.69546302669295;725.0863890800788;1049.6230140800787;0;True;True
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;13.22;5;3.3050000000000006;69.405;3/2/2019;19:26:00.0;Cash;66.1;4.761904762;3.305;4.3;364.46141666666665;325.9668589930149;977.9005769790447;1342.3619936457112;0;True;True
347-34-2234;B;Mandalay;Member;Female;Sports and travel;55.07;9;24.7815;520.4115;2/3/2019;13:40:00.0;Ewallet;495.63;4.761904762;24.7815;10.0;390.56624999999997;254.39204580844464;763.1761374253339;1153.7423874253338;0;True;True
347-56-2442;A;Yangon;Normal;Male;Home and lifestyle;65.82;1;3.291;69.111;2/22/2019;15:33:00.0;Cash;65.82;4.761904762;3.291;4.1;222.02822727272726;211.3730074604328;634.1190223812985;856.1472496540257;0;True;True
347-72-6115;B;Mandalay;Member;Female;Sports and travel;90.74;7;31.759;666.939;1/16/2019;18:03:00.0;Credit card;635.18;4.761904762;31.759;6.2;428.9082;360.06201153745724;1080.1860346123717;1509.0942346123718;0;True;True
349-97-8902;B;Mandalay;Member;Male;Food and beverages;57.89;2;5.789000000000001;121.569;1/17/2019;10:37:00.0;Ewallet;115.78;4.761904762;5.789;8.9;285.705;270.97894243381717;812.9368273014516;1098.6418273014515;0;True;True
351-62-0822;B;Mandalay;Member;Female;Fashion accessories;14.48;4;2.8960000000000004;60.816;2/6/2019;18:07:00.0;Ewallet;57.92;4.761904762;2.896;4.5;223.49411538461538;115.00471730019633;345.014151900589;568.5082672852044;0;True;True
354-25-5821;B;Mandalay;Member;Female;Sports and travel;69.12;6;20.736000000000004;435.456;2/8/2019;13:03:00.0;Cash;414.72;4.761904762;20.736;5.6;423.721375;374.95216288179074;1124.8564886453723;1548.5778636453724;0;True;True
354-39-5160;A;Yangon;Member;Female;Home and lifestyle;34.42;6;10.326;216.846;2/18/2019;15:39:00.0;Cash;206.52;4.761904762;10.326;9.8;213.7185;213.41195114320564;640.2358534296169;853.954353429617;0;True;True
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;72.39;2;7.239000000000001;152.019;1/13/2019;19:55:00.0;Credit card;144.78;4.761904762;7.239;8.1;245.12040000000002;145.98042163283404;437.94126489850214;683.0616648985022;0;True;True
355-53-5943;A;Yangon;Member;Female;Electronic accessories;68.84;6;20.652;433.692;2/25/2019;14:36:00.0;Ewallet;413.04;4.761904762;20.652;5.8;300.45225;170.06616697479836;510.1985009243951;810.6507509243951;0;True;True
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;37.48;3;5.622;118.062;1/20/2019;13:45:00.0;Credit card;112.44;4.761904762;5.622;7.7;365.5449;251.73712497782282;755.2113749334685;1120.7562749334684;0;True;True
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;87.48;6;26.244;551.124;2/1/2019;18:43:00.0;Ewallet;524.88;4.761904762;26.244;5.1;407.42275;249.5207553568941;748.5622660706823;1155.9850160706824;0;True;True
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;18.08;4;3.6159999999999997;75.936;1/14/2019;18:03:00.0;Credit card;72.32;4.761904762;3.616;9.5;305.12434615384615;216.3199151712174;648.9597455136521;954.0840916674983;0;True;True
359-94-5395;B;Mandalay;Normal;Male;Health and beauty;92.78;1;4.639;97.419;3/15/2019;10:50:00.0;Credit card;92.78;4.761904762;4.639;9.8;245.20125;211.0398886756956;633.1196660270869;878.3209160270868;0;True;True
360-39-5055;C;Naypyitaw;Member;Male;Sports and travel;48.91;5;12.2275;256.7775;3/9/2019;10:17:00.0;Cash;244.55;4.761904762;12.2275;6.6;467.1279375;283.7113581800392;851.1340745401176;1318.2620120401175;0;True;True
361-59-0574;B;Mandalay;Member;Male;Sports and travel;90.53;8;36.212;760.452;3/15/2019;14:48:00.0;Credit card;724.24;4.761904762;36.212;6.5;245.20125;211.0398886756956;633.1196660270869;878.3209160270868;0;True;True
361-85-2571;A;Yangon;Normal;Female;Sports and travel;89.48;5;22.370000000000005;469.77;3/30/2019;10:18:00.0;Cash;447.4;4.761904762;22.37;7.4;407.91450000000003;236.7381595485823;710.2144786457469;1118.1289786457469;0;True;True
362-58-8315;C;Naypyitaw;Normal;Male;Fashion accessories;76.52;5;19.13;401.73;3/25/2019;10:23:00.0;Cash;382.6;4.761904762;19.13;9.9;252.55183333333332;169.84542196877138;509.53626590631416;762.0880992396475;0;True;True
364-33-8584;B;Mandalay;Member;Female;Food and beverages;17.63;5;4.4075;92.5575;3/8/2019;15:27:00.0;Cash;88.15;4.761904762;4.4075;8.5;284.1261818181818;266.55255264621576;799.6576579386473;1083.7838397568291;0;True;True
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories;96.82;3;14.523;304.983;3/30/2019;20:37:00.0;Cash;290.46;4.761904762;14.523;6.7;407.91450000000003;236.7381595485823;710.2144786457469;1118.1289786457469;0;True;True
365-16-4334;B;Mandalay;Normal;Female;Food and beverages;26.43;8;10.572000000000001;222.012;2/24/2019;14:26:00.0;Ewallet;211.44;4.761904762;10.572;8.9;302.4956666666667;214.73348920056694;644.2004676017008;946.6961342683675;0;True;True
365-64-0515;A;Yangon;Normal;Female;Electronic accessories;46.95;5;11.7375;246.4875;2/12/2019;10:25:00.0;Ewallet;234.75;4.761904762;11.7375;7.1;374.873625;351.11159311481725;1053.3347793444518;1428.2084043444518;0;True;True
